Indicator,Data Source,PUBLISH STATES,Year,iden,WHO region,Country,Beverage Types,Display Value,Numeric,High,Comments
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2008,SYR,Eastern Mediterranean,Syrian Arab Republic,Wine,0.22,0.22,SYR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2009,SYR,Eastern Mediterranean,Syrian Arab Republic,All types,0.81,0.81,SYR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2009,SYR,Eastern Mediterranean,Syrian Arab Republic,Beer,0.06,0.06,SYR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2009,SYR,Eastern Mediterranean,Syrian Arab Republic,Other alcoholic beverages,0,0,SYR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2009,SYR,Eastern Mediterranean,Syrian Arab Republic,Spirits,0.47,0.47,SYR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2009,SYR,Eastern Mediterranean,Syrian Arab Republic,Wine,0.28,0.28,SYR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2010,SYR,Eastern Mediterranean,Syrian Arab Republic,All types,0.78,0.78,SYR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2010,SYR,Eastern Mediterranean,Syrian Arab Republic,Beer,0.05,0.05,SYR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2010,SYR,Eastern Mediterranean,Syrian Arab Republic,Other alcoholic beverages,0,0,SYR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2010,SYR,Eastern Mediterranean,Syrian Arab Republic,Spirits,0.46,0.46,SYR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2010,SYR,Eastern Mediterranean,Syrian Arab Republic,Wine,0.27,0.27,SYR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2011,SYR,Eastern Mediterranean,Syrian Arab Republic,All types,0.76,0.76,SYR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2011,SYR,Eastern Mediterranean,Syrian Arab Republic,Beer,0.04,0.04,SYR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2011,SYR,Eastern Mediterranean,Syrian Arab Republic,Other alcoholic beverages,0,0,SYR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2011,SYR,Eastern Mediterranean,Syrian Arab Republic,Spirits,0.45,0.45,SYR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2011,SYR,Eastern Mediterranean,Syrian Arab Republic,Wine,0.27,0.27,SYR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2000,TJK,Europe,Tajikistan,All types,0.37,0.37,TJK,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2000,TJK,Europe,Tajikistan,Beer,0.01,0.01,TJK,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2000,TJK,Europe,Tajikistan,Other alcoholic beverages,0,0,TJK,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2000,TJK,Europe,Tajikistan,Spirits,0.24,0.24,TJK,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2000,TJK,Europe,Tajikistan,Wine,0.12,0.12,TJK,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2001,TJK,Europe,Tajikistan,All types,0.86,0.86,TJK,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2001,TJK,Europe,Tajikistan,Beer,0.01,0.01,TJK,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2001,TJK,Europe,Tajikistan,Other alcoholic beverages,0,0,TJK,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2001,TJK,Europe,Tajikistan,Spirits,0.67,0.67,TJK,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2001,TJK,Europe,Tajikistan,Wine,0.18,0.18,TJK,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2002,TJK,Europe,Tajikistan,All types,0.6,0.6,TJK,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2002,TJK,Europe,Tajikistan,Beer,0.02,0.02,TJK,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2002,TJK,Europe,Tajikistan,Other alcoholic beverages,0,0,TJK,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2002,TJK,Europe,Tajikistan,Spirits,0.38,0.38,TJK,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2002,TJK,Europe,Tajikistan,Wine,0.2,0.2,TJK,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2003,TJK,Europe,Tajikistan,All types,0.36,0.36,TJK,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2003,TJK,Europe,Tajikistan,Beer,0.01,0.01,TJK,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2003,TJK,Europe,Tajikistan,Other alcoholic beverages,0,0,TJK,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2003,TJK,Europe,Tajikistan,Spirits,0.27,0.27,TJK,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2003,TJK,Europe,Tajikistan,Wine,0.08,0.08,TJK,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2004,TJK,Europe,Tajikistan,All types,0.38,0.38,TJK,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2004,TJK,Europe,Tajikistan,Beer,0.03,0.03,TJK,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2004,TJK,Europe,Tajikistan,Other alcoholic beverages,0,0,TJK,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2004,TJK,Europe,Tajikistan,Spirits,0.3,0.3,TJK,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2004,TJK,Europe,Tajikistan,Wine,0.05,0.05,TJK,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2005,TJK,Europe,Tajikistan,All types,0.37,0.37,TJK,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2005,TJK,Europe,Tajikistan,Beer,0.08,0.08,TJK,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2005,TJK,Europe,Tajikistan,Other alcoholic beverages,0,0,TJK,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2005,TJK,Europe,Tajikistan,Spirits,0.27,0.27,TJK,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2005,TJK,Europe,Tajikistan,Wine,0.02,0.02,TJK,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2006,TJK,Europe,Tajikistan,All types,0.38,0.38,TJK,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2006,TJK,Europe,Tajikistan,Beer,0.09,0.09,TJK,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2006,TJK,Europe,Tajikistan,Other alcoholic beverages,0,0,TJK,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2006,TJK,Europe,Tajikistan,Spirits,0.27,0.27,TJK,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2006,TJK,Europe,Tajikistan,Wine,0.01,0.01,TJK,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2007,TJK,Europe,Tajikistan,All types,0.35,0.35,TJK,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2007,TJK,Europe,Tajikistan,Beer,0.08,0.08,TJK,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2007,TJK,Europe,Tajikistan,Other alcoholic beverages,0,0,TJK,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2007,TJK,Europe,Tajikistan,Spirits,0.27,0.27,TJK,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2007,TJK,Europe,Tajikistan,Wine,0.01,0.01,TJK,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2008,TJK,Europe,Tajikistan,All types,0.32,0.32,TJK,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2008,TJK,Europe,Tajikistan,Beer,0.04,0.04,TJK,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2008,TJK,Europe,Tajikistan,Other alcoholic beverages,0,0,TJK,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2008,TJK,Europe,Tajikistan,Spirits,0.27,0.27,TJK,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2008,TJK,Europe,Tajikistan,Wine,0.01,0.01,TJK,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2009,TJK,Europe,Tajikistan,All types,0.3,0.3,TJK,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2009,TJK,Europe,Tajikistan,Beer,0.03,0.03,TJK,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2009,TJK,Europe,Tajikistan,Other alcoholic beverages,0,0,TJK,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2009,TJK,Europe,Tajikistan,Spirits,0.26,0.26,TJK,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2009,TJK,Europe,Tajikistan,Wine,0.01,0.01,TJK,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2010,TJK,Europe,Tajikistan,All types,0.32,0.32,TJK,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2010,TJK,Europe,Tajikistan,Beer,0.02,0.02,TJK,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2010,TJK,Europe,Tajikistan,Other alcoholic beverages,0,0,TJK,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2010,TJK,Europe,Tajikistan,Spirits,0.29,0.29,TJK,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2010,TJK,Europe,Tajikistan,Wine,0.01,0.01,TJK,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2011,TJK,Europe,Tajikistan,All types,0.32,0.32,TJK,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2011,TJK,Europe,Tajikistan,Beer,0.03,0.03,TJK,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2011,TJK,Europe,Tajikistan,Other alcoholic beverages,0,0,TJK,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2011,TJK,Europe,Tajikistan,Spirits,0.29,0.29,TJK,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2011,TJK,Europe,Tajikistan,Wine,0.01,0.01,TJK,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2000,THA,South-East Asia,Thailand,All types,5.88,5.88,THA,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2000,THA,South-East Asia,Thailand,Beer,1.13,1.13,THA,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2000,THA,South-East Asia,Thailand,Other alcoholic beverages,0,0,THA,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2000,THA,South-East Asia,Thailand,Spirits,4.74,4.74,THA,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2000,THA,South-East Asia,Thailand,Wine,0.01,0.01,THA,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2001,THA,South-East Asia,Thailand,All types,5.92,5.92,THA,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2001,THA,South-East Asia,Thailand,Beer,1.22,1.22,THA,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2001,THA,South-East Asia,Thailand,Other alcoholic beverages,0,0,THA,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2001,THA,South-East Asia,Thailand,Spirits,4.68,4.68,THA,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2001,THA,South-East Asia,Thailand,Wine,0.02,0.02,THA,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2002,THA,South-East Asia,Thailand,All types,5.93,5.93,THA,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2002,THA,South-East Asia,Thailand,Beer,1.3,1.3,THA,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2002,THA,South-East Asia,Thailand,Other alcoholic beverages,0,0,THA,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2002,THA,South-East Asia,Thailand,Spirits,4.61,4.61,THA,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2002,THA,South-East Asia,Thailand,Wine,0.02,0.02,THA,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2003,THA,South-East Asia,Thailand,All types,6.14,6.14,THA,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2003,THA,South-East Asia,Thailand,Beer,1.59,1.59,THA,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2003,THA,South-East Asia,Thailand,Other alcoholic beverages,0,0,THA,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2003,THA,South-East Asia,Thailand,Spirits,4.53,4.53,THA,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2003,THA,South-East Asia,Thailand,Wine,0.01,0.01,THA,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2004,THA,South-East Asia,Thailand,All types,6.17,6.17,THA,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2004,THA,South-East Asia,Thailand,Beer,1.61,1.61,THA,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2004,THA,South-East Asia,Thailand,Other alcoholic beverages,0.01,0.01,THA,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2004,THA,South-East Asia,Thailand,Spirits,4.54,4.54,THA,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2004,THA,South-East Asia,Thailand,Wine,0.02,0.02,THA,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2005,THA,South-East Asia,Thailand,All types,6.26,6.26,THA,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2005,THA,South-East Asia,Thailand,Beer,1.7,1.7,THA,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2005,THA,South-East Asia,Thailand,Other alcoholic beverages,0.01,0.01,THA,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2005,THA,South-East Asia,Thailand,Spirits,4.54,4.54,THA,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2005,THA,South-East Asia,Thailand,Wine,0.02,0.02,THA,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2006,THA,South-East Asia,Thailand,All types,6.18,6.18,THA,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2006,THA,South-East Asia,Thailand,Beer,1.97,1.97,THA,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2006,THA,South-East Asia,Thailand,Other alcoholic beverages,0.01,0.01,THA,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2006,THA,South-East Asia,Thailand,Spirits,4.18,4.18,THA,
